Timestamp,CPU (%),Memory (bytes)
2023-09-29 12:23:52,0.0,69632000
2023-09-29 12:23:54,0.0,69648384
2023-09-29 12:23:56,0.0,69672960
2023-09-29 12:23:58,0.0,69701632
2023-09-29 12:24:00,0.0,69726208
2023-09-29 12:24:02,1.6,69754880
2023-09-29 12:24:04,0.0,69779456
2023-09-29 12:24:06,0.0,69808128
2023-09-29 12:24:08,0.0,69824512
2023-09-29 12:24:10,0.0,69840896
2023-09-29 12:24:12,0.0,69869568
2023-09-29 12:24:14,0.0,69898240
2023-09-29 12:24:16,0.0,69939200
